n.uri,m.contractpartyid,r.haseffectivedate,r.hasexpirationdate,r.hasposition,r.hastitle,o.uri
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000965,400000000965,"""2005-09-29T00:00:00""","""2007-05-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1961
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000973,400000000973,"""2006-02-10T00:00:00""","""2006-02-10T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1969
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000974,400000000974,"""2006-03-04T00:00:00""","""2011-10-07T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1970
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000971,400000000971,"""2006-02-06T00:00:00""","""2006-10-31T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1967
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000972,400000000972,"""2006-02-08T00:00:00""","""2010-02-23T00:00:00""",Officer,GEN.COUNSEL,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1968
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000977,400000000977,"""2006-04-24T00:00:00""","""2006-04-24T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1973
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000978,400000000978,"""2006-05-05T00:00:00""","""2015-07-07T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1974
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000975,400000000975,"""2006-03-10T00:00:00""","""2007-10-24T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1971
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000976,400000000976,"""2006-04-21T00:00:00""","""2008-04-14T00:00:00""",Officer,EXECUTIVE CHAIRMAN OF THE BOARD,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1972
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000979,400000000979,"""2006-05-30T00:00:00""","""2011-09-15T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1975
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000984,400000000984,"""2006-12-08T00:00:00""","""2007-05-10T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1980
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000985,400000000985,"""2006-12-31T00:00:00""","""2007-07-02T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1981
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000982,400000000982,"""2006-10-31T00:00:00""","""2007-09-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1978
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000983,400000000983,"""2006-11-27T00:00:00""","""2007-03-28T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1979
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000988,400000000988,"""2007-02-02T00:00:00""","""2010-08-20T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1984
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000989,400000000989,"""2007-02-06T00:00:00""","""2008-02-11T00:00:00""",Officer,CORPORATE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1985
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000986,400000000986,"""2007-01-05T00:00:00""","""2007-02-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1982
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000987,400000000987,"""2007-01-16T00:00:00""","""2015-09-01T00:00:00""",Officer,GENERAL COUNSEL,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1983
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000980,400000000980,"""2006-07-06T00:00:00""","""2006-07-06T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1976
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000981,400000000981,"""2006-10-01T00:00:00""","""2008-10-28T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1977
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000995,400000000995,"""2013-06-04T00:00:00""","""2016-03-03T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1991
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000996,400000000996,"""2013-07-01T00:00:00""","""2014-12-12T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1992
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000993,400000000993,"""2013-01-14T00:00:00""","""2013-09-08T00:00:00""",Officer,EXECUTIVE CHAIRMAN,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1989
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000994,400000000994,"""2013-05-08T00:00:00""","""2013-05-08T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1990
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000999,400000000999,"""2013-11-30T00:00:00""","""2014-12-31T00:00:00""",Officer,CHIEF CREDIT OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1995
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000997,400000000997,"""2013-08-14T00:00:00""","""2013-08-20T00:00:00""",Officer,CRO,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1993
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000998,400000000998,"""2013-11-02T00:00:00""","""2013-11-02T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1994
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000991,400000000991,"""2012-09-12T00:00:00""","""2013-03-14T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1987
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000992,400000000992,"""2012-12-21T00:00:00""","""2012-12-21T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1988
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000000990,400000000990,"""2012-09-10T00:00:00""","""2014-12-12T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1986
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001006,400000001006,"""2014-06-13T00:00:00""","""2016-12-02T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2002
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001007,400000001007,"""2014-07-14T00:00:00""","""2016-07-29T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2003
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001004,400000001004,"""2014-05-08T00:00:00""","""2014-07-17T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2000
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001005,400000001005,"""2014-06-05T00:00:00""","""2014-06-05T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2001
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001008,400000001008,"""2014-08-07T00:00:00""","""2014-08-07T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2004
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001002,400000001002,"""2014-02-12T00:00:00""","""2016-05-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1998
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001003,400000001003,"""2014-02-28T00:00:00""","""2016-05-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1999
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001000,400000001000,"""2013-11-30T00:00:00""","""2013-11-30T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1996
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001001,400000001001,"""2014-01-08T00:00:00""","""2015-11-03T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/1997
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001009,400000001009,"""2014-12-11T00:00:00""","""2014-12-11T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2005
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001017,400000001017,"""2015-09-16T00:00:00""","""2015-09-16T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2013
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001018,400000001018,"""2015-10-21T00:00:00""","""2016-07-13T00:00:00""",Officer,CHIEF OPERATING OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2014
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001015,400000001015,"""2015-05-05T00:00:00""","""2016-12-30T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2011
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001016,400000001016,"""2015-07-13T00:00:00""","""2016-12-30T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2012
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001010,400000001010,"""2014-12-18T00:00:00""","""2016-01-19T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2006
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001013,400000001013,"""2015-04-10T00:00:00""","""2016-02-04T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2009
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001014,400000001014,"""2015-05-05T00:00:00""","""2016-12-09T00:00:00""",Officer,SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2010
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001011,400000001011,"""2015-03-19T00:00:00""","""2016-12-31T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2007
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001012,400000001012,"""2015-04-01T00:00:00""","""2015-12-18T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2008
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001026,400000001026,"""2001-05-15T00:00:00""","""2013-05-09T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2022
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001027,400000001027,"""2001-10-05T00:00:00""","""2016-10-11T00:00:00""",Officer,CHAIRMAN OF THE BOARD OF DIRECTORS,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2023
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001020,400000001020,"""2015-12-17T00:00:00""","""2015-12-17T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2016
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001021,400000001021,"""2015-12-28T00:00:00""","""2015-12-28T00:00:00""",Officer,CHAIRMAN OF THE BOARD OF DIRECTORS,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2017
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001024,400000001024,"""2001-01-17T00:00:00""","""2006-01-26T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2020
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001025,400000001025,"""2001-05-07T00:00:00""","""2006-04-27T00:00:00""",Officer,SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2021
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001022,400000001022,"""2016-03-03T00:00:00""","""2016-12-13T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2018
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001023,400000001023,"""2016-08-16T00:00:00""","""2016-08-16T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2019
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001019,400000001019,"""2015-11-30T00:00:00""","""2015-11-30T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2015
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001028,400000001028,"""2001-12-31T00:00:00""","""2008-03-31T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2024
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001029,400000001029,"""2002-04-29T00:00:00""","""2009-02-23T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2025
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001031,400000001031,"""2003-02-07T00:00:00""","""2006-05-19T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2027
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001032,400000001032,"""2003-02-10T00:00:00""","""2008-08-21T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2028
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001030,400000001030,"""2002-12-31T00:00:00""","""2016-12-16T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2026
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001035,400000001035,"""2003-05-08T00:00:00""","""2005-06-30T00:00:00""",Officer,TREASURER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2031
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001036,400000001036,"""2014-07-15T00:00:00""","""2016-10-21T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2032
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001033,400000001033,"""2003-03-14T00:00:00""","""2011-11-18T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2029
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001034,400000001034,"""2003-05-05T00:00:00""","""2004-06-21T00:00:00""",Officer,ASSISTANT VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2030
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001042,400000001042,"""2015-03-24T00:00:00""","""2015-03-24T00:00:00""",Officer,DIRECTOR,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2038
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001043,400000001043,"""2015-05-01T00:00:00""","""2016-08-09T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2039
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001040,400000001040,"""2015-01-15T00:00:00""","""2015-11-03T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2036
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001041,400000001041,"""2015-02-24T00:00:00""","""2016-12-15T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2037
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001046,400000001046,"""2015-08-24T00:00:00""","""2016-09-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2042
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001044,400000001044,"""2015-06-01T00:00:00""","""2016-05-18T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2040
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001045,400000001045,"""2015-07-21T00:00:00""","""2016-05-13T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2041
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001039,400000001039,"""2014-12-31T00:00:00""","""2016-03-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2035
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001037,400000001037,"""2014-07-22T00:00:00""","""2015-05-20T00:00:00""",Officer,CHIEF OPERATING OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2033
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001038,400000001038,"""2014-10-27T00:00:00""","""2015-01-21T00:00:00""",Officer,ACTING CAO,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2034
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001048,400000001048,"""2016-01-01T00:00:00""","""2016-01-01T00:00:00""",Officer,CHIEF ACCOUNTING OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2044
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001049,400000001049,"""2016-01-01T00:00:00""","""2016-06-06T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2045
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001047,400000001047,"""2015-08-26T00:00:00""","""2016-03-01T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2043
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001053,400000001053,"""2016-04-01T00:00:00""","""2016-05-15T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2049
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001054,400000001054,"""2016-04-01T00:00:00""","""2016-06-14T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2050
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001051,400000001051,"""2016-01-19T00:00:00""","""2016-12-12T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2047
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001052,400000001052,"""2016-02-11T00:00:00""","""2016-04-28T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2048
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001055,400000001055,"""2016-05-31T00:00:00""","""2016-11-24T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2051
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001050,400000001050,"""2016-01-01T00:00:00""","""2016-12-19T00:00:00""",Officer,CORPORATE SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2046
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001064,400000001064,"""2016-12-15T00:00:00""","""2016-12-15T00:00:00""",Officer,SENIOR EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2060
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001065,400000001065,"""2017-01-01T00:00:00""","""2017-01-03T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2061
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001062,400000001062,"""2016-11-02T00:00:00""","""2016-11-02T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2058
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001063,400000001063,"""2016-11-17T00:00:00""","""2016-11-17T00:00:00""",Officer,SEN VP,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2059
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001060,400000001060,"""2016-09-15T00:00:00""","""2016-09-15T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2056
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001061,400000001061,"""2016-10-01T00:00:00""","""2016-12-21T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2057
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001059,400000001059,"""2016-08-15T00:00:00""","""2016-08-15T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2055
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001057,400000001057,"""2016-07-18T00:00:00""","""2016-07-18T00:00:00""",Officer,CHIEF COMPLIANCE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2053
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001058,400000001058,"""2016-07-19T00:00:00""","""2016-07-19T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2054
